From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
bsu:BSU03600	A0A6M4JCW7	unreviewed	A0A6M4JCW7_BACSU	Cystine ABC transporter permease TcyB	tcyB HIR78_02085	Bacillus subtilis (strain 168)	234
sfl:CP0132	P33546	reviewed	ICSB_SHIFL	N-epsilon-fatty acyltransferase IcsB (EC 2.3.1.-)	icsB CP0132	Shigella flexneri	494
hsa:8178	P55199	reviewed	ELL_HUMAN	RNA polymerase II elongation factor ELL (Eleven-nineteen lysine-rich leukemia protein)	ELL C19orf17	Homo sapiens (Human)	621
hsa:6281	P60903	reviewed	S10AA_HUMAN	Protein S100-A10 (Calpactin I light chain) (Calpactin-1 light chain) (Cellular ligand of annexin II) (S100 calcium-binding protein A10) (p10 protein) (p11)	S100A10 ANX2LG CAL1L CLP11	Homo sapiens (Human)	97
ag:CAF33053	Q2MFI8	unreviewed	Q2MFI8_STRSD	Putative aminoglycoside 6'-dehydrogenase	aprQ	Streptoalloteichus tenebrarius (strain ATCC 17920 / DSM 40477 / JCM 4838 / CBS 697.72 / NBRC 16175 / NCIMB 11028 / NRRL B-12390 / A12253. 1) (Streptomyces tenebrarius)	503
hsa:7114	P62328	reviewed	TYB4_HUMAN	Thymosin beta-4 (T beta-4) (Fx) [Cleaved into: Hemoregulatory peptide AcSDKP (Ac-Ser-Asp-Lys-Pro) (N-acetyl-SDKP) (AcSDKP) (Seraspenide)]	TMSB4X TB4X THYB4 TMSB4	Homo sapiens (Human)	44
hsa:7114	A2VCK8	unreviewed	A2VCK8_HUMAN	Thymosin beta	TMSB4X hCG_1646598	Homo sapiens (Human)	44
hsa:7114	Q0P5T0	unreviewed	Q0P5T0_HUMAN	TMSB4X protein	TMSB4X	Homo sapiens (Human)	63
hsa:3934	P80188	reviewed	NGAL_HUMAN	Neutrophil gelatinase-associated lipocalin (NGAL) (25 kDa alpha-2-microglobulin-related subunit of MMP-9) (Lipocalin-2) (Oncogene 24p3) (Siderocalin) (p25)	LCN2 HNL NGAL	Homo sapiens (Human)	198
hsa:64979	Q9P0J6	reviewed	RM36_HUMAN	Large ribosomal subunit protein bL36m (39S ribosomal protein L36, mitochondrial) (L36mt) (MRP-L36) (BRCA1-interacting protein 1)	MRPL36 BRIP1	Homo sapiens (Human)	103
hsa:5883	Q99638	reviewed	RAD9A_HUMAN	Cell cycle checkpoint control protein RAD9A (hRAD9) (EC 3.1.11.2) (DNA repair exonuclease rad9 homolog A)	RAD9A	Homo sapiens (Human)	391
hsa:11211	Q9ULW2	reviewed	FZD10_HUMAN	Frizzled-10 (Fz-10) (hFz10) (FzE7) (CD antigen CD350)	FZD10	Homo sapiens (Human)	581
hsa:11211	Q6NSL8	unreviewed	Q6NSL8_HUMAN	Frizzled homolog 10 (Drosophila)	FZD10	Homo sapiens (Human)	581
hsa:81873	Q9BPX5	reviewed	ARP5L_HUMAN	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)	ARPC5L	Homo sapiens (Human)	153
hsa:81873	A0A024R897	unreviewed	A0A024R897_HUMAN	Actin-related protein 2/3 complex subunit 5	ARPC5L hCG_29225	Homo sapiens (Human)	153
hsa:81873	B3KPC7	unreviewed	B3KPC7_HUMAN	Actin-related protein 2/3 complex subunit 5		Homo sapiens (Human)	153
hsa:5393	Q06265	reviewed	EXOS9_HUMAN	Exosome complex component RRP45 (Autoantigen PM/Scl 1) (Exosome component 9) (P75 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 1) (Polymyositis/scleroderma autoantigen 75 kDa) (PM/Scl-75)	EXOSC9 PMSCL1	Homo sapiens (Human)	439
eco:b1389	P76078	reviewed	PAAB_ECOLI	1,2-phenylacetyl-CoA epoxidase, subunit B (1,2-phenylacetyl-CoA monooxygenase, subunit B)	paaB ynbF b1389 JW1384	Escherichia coli (strain K12)	95
hsa:5192	O60683	reviewed	PEX10_HUMAN	Peroxisome biogenesis factor 10 (EC 2.3.2.27) (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10) (RING finger protein 69)	PEX10 RNF69	Homo sapiens (Human)	326
hsa:5705	P62195	reviewed	PRS8_HUMAN	26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG)	PSMC5 SUG1	Homo sapiens (Human)	406
hsa:5705	A0A140VJS3	unreviewed	A0A140VJS3_HUMAN	Testicular tissue protein Li 149		Homo sapiens (Human)	406
eco:b1768	P21369	reviewed	PNCA_ECOLI	Nicotinamidase (EC 3.5.1.19) (Nicotinamide deamidase) (NAMase) (Pyrazinamidase) (PZAase) (EC 3.5.1.-)	pncA nam ydjB b1768 JW1757	Escherichia coli (strain K12)	213
hsa:3931	P04180	reviewed	LCAT_HUMAN	Phosphatidylcholine-sterol acyltransferase (EC 2.3.1.43) (1-alkyl-2-acetylglycerophosphocholine esterase) (EC 3.1.1.47) (Lecithin-cholesterol acyltransferase) (Phospholipid-cholesterol acyltransferase) (Platelet-activating factor acetylhydrolase) (PAF acetylhydrolase)	LCAT	Homo sapiens (Human)	440
hsa:3931	A0A140VK24	unreviewed	A0A140VK24_HUMAN	Testicular secretory protein Li 24		Homo sapiens (Human)	440
hsa:22876	Q9Y2H2	reviewed	SAC2_HUMAN	Phosphatidylinositide phosphatase SAC2 (EC 3.1.3.25) (Inositol polyphosphate 5-phosphatase F) (Sac domain-containing inositol phosphatase 2) (Sac domain-containing phosphoinositide 4-phosphatase 2) (hSAC2)	INPP5F KIAA0966 SAC2 MSTP007 MSTP047	Homo sapiens (Human)	1132
hsa:6428	P84103	reviewed	SRSF3_HUMAN	Serine/arginine-rich splicing factor 3 (Pre-mRNA-splicing factor SRP20) (Splicing factor, arginine/serine-rich 3)	SRSF3 SFRS3 SRP20	Homo sapiens (Human)	164
hsa:6428	B2R6F3	unreviewed	B2R6F3_HUMAN	Epididymis secretory sperm binding protein (Splicing factor arginine/serine-rich 3) (Splicing factor, arginine/serine-rich 3, isoform CRA_d) (cDNA, FLJ92926, Homo sapiens splicing factor, arginine/serine-rich 3 (SFRS3), mRNA)	SFRS3 hCG_14802	Homo sapiens (Human)	164
hsa:6128	Q02878	reviewed	RL6_HUMAN	Large ribosomal subunit protein eL6 (60S ribosomal protein L6) (Neoplasm-related protein C140) (Tax-responsive enhancer element-binding protein 107) (TaxREB107)	RPL6 TXREB1	Homo sapiens (Human)	288
hsa:6093	Q13464	reviewed	ROCK1_HUMAN	Rho-associated protein kinase 1 (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-35) (Rho-associated, coiled-coil-containing protein kinase 1) (Rho-associated, coiled-coil-containing protein kinase I) (ROCK-I) (p160 ROCK-1) (p160ROCK)	ROCK1	Homo sapiens (Human)	1354
hsa:125893	Q0VGE8	reviewed	ZN816_HUMAN	Zinc finger protein 816	ZNF816 ZNF816A	Homo sapiens (Human)	651
hsa:10254	O75886	reviewed	STAM2_HUMAN	Signal transducing adapter molecule 2 (STAM-2) (Hrs-binding protein)	STAM2 HBP	Homo sapiens (Human)	525
hsa:5593	Q13237	reviewed	KGP2_HUMAN	cGMP-dependent protein kinase 2 (cGK 2) (cGK2) (EC 2.7.11.12) (cGMP-dependent protein kinase II) (cGKII)	PRKG2 PRKGR2	Homo sapiens (Human)	762
hsa:5593	A0A140VJM3	unreviewed	A0A140VJM3_HUMAN	cGMP-dependent protein kinase (EC 2.7.11.12)	PRKG2 hCG_25079	Homo sapiens (Human)	762
hsa:51292	Q9P2T1	reviewed	GMPR2_HUMAN	GMP reductase 2 (GMPR 2) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 2) (Guanosine monophosphate reductase 2)	GMPR2	Homo sapiens (Human)	348
hsa:7376	P55055	reviewed	NR1H2_HUMAN	Oxysterols receptor LXR-beta (Liver X receptor beta) (Nuclear receptor NER) (Nuclear receptor subfamily 1 group H member 2) (Ubiquitously-expressed nuclear receptor)	NR1H2 LXRB NER UNR	Homo sapiens (Human)	460
hsa:7376	F1D8P7	unreviewed	F1D8P7_HUMAN	Liver X nuclear receptor beta (Nuclear receptor subfamily 1, group H, member 2, isoform CRA_c)	NR1H2 hCG_22944	Homo sapiens (Human)	461
hsa:5144	Q08499	reviewed	PDE4D_HUMAN	cAMP-specific 3',5'-cyclic phosphodiesterase 4D (EC 3.1.4.53) (DPDE3) (PDE43)	PDE4D DPDE3	Homo sapiens (Human)	809
hsa:5144	A0A140VJR0	unreviewed	A0A140VJR0_HUMAN	Phosphodiesterase (EC 3.1.4.-)	PDE4D hCG_1811507	Homo sapiens (Human)	809
lpn:lpg1368	Q5ZVS2	unreviewed	Q5ZVS2_LEGPH	Glucosyltransferase Lgt1	lpg1368	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	525
spo:SPBC428.11	O13326	reviewed	CYSD_SCHPO	Homocysteine synthase (EC 2.5.1.49) (O-acetylhomoserine sulfhydrylase) (OAH SHL) (OAH sulfhydrylase)	met17 cys2 SPBC428.11	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	429
hsa:10369	Q9Y698	reviewed	CCG2_HUMAN	Voltage-dependent calcium channel gamma-2 subunit (Neuronal voltage-gated calcium channel gamma-2 subunit) (Transmembrane AMPAR regulatory protein gamma-2) (TARP gamma-2)	CACNG2	Homo sapiens (Human)	323
hsa:9351	Q15599	reviewed	NHRF2_HUMAN	Na(+)/H(+) exchange regulatory cofactor NHE-RF2 (NHERF-2) (NHE3 kinase A regulatory protein E3KARP) (SRY-interacting protein 1) (SIP-1) (Sodium-hydrogen exchanger regulatory factor 2) (Solute carrier family 9 isoform A3 regulatory factor 2) (Tyrosine kinase activator protein 1) (TKA-1)	NHERF2 SLC9A3R2	Homo sapiens (Human)	337
eco:b2280	P0AFE0	reviewed	NUOJ_ECOLI	NADH-quinone oxidoreductase subunit J (EC 7.1.1.-) (NADH dehydrogenase I subunit J) (NDH-1 subunit J) (NUO10)	nuoJ b2280 JW2275	Escherichia coli (strain K12)	184
hsa:64431	Q9GZN1	reviewed	ARP6_HUMAN	Actin-related protein 6 (hArp6) (hARPX)	ACTR6 CDA12	Homo sapiens (Human)	396
sce:YKL062W	P33749	reviewed	MSN4_YEAST	Zinc finger protein MSN4 (Multicopy suppressor of SNF1 protein 4)	MSN4 YKL062W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	630
hsa:25888	Q8WTR7	reviewed	ZN473_HUMAN	Zinc finger protein 473 (Zinc finger protein 100 homolog) (Zfp-100)	ZNF473 KIAA1141 ZFP100	Homo sapiens (Human)	871
vg:24271473	A0A5J6DW59	unreviewed	A0A5J6DW59_HHV1	Alpha trans-inducing protein (Alpha-TIF)	UL48	Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)	490
vg:24271473	P06492	reviewed	VP16_HHV11	Tegument protein VP16 (Alpha trans-inducing protein) (Alpha-TIF) (ICP25) (Vmw65)	UL48	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	490
vg:24271473	G8HBG2	unreviewed	G8HBG2_HHV11	Alpha trans-inducing protein (Alpha-TIF)	UL48	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	490
hsa:196403	Q8N9I9	reviewed	DTX3_HUMAN	Probable E3 ubiquitin-protein ligase DTX3 (EC 2.3.2.27) (Protein deltex-3) (Deltex3) (RING finger protein 154) (RING-type E3 ubiquitin transferase DTX3)	DTX3 RNF154	Homo sapiens (Human)	347
hsa:778	O60840	reviewed	CAC1F_HUMAN	Voltage-dependent L-type calcium channel subunit alpha-1F (Voltage-gated calcium channel subunit alpha Cav1.4)	CACNA1F CACNAF1	Homo sapiens (Human)	1977
hsa:112936	Q4G0F5	reviewed	VP26B_HUMAN	Vacuolar protein sorting-associated protein 26B (Vesicle protein sorting 26B)	VPS26B	Homo sapiens (Human)	336
hsa:2774	P38405	reviewed	GNAL_HUMAN	Guanine nucleotide-binding protein G(olf) subunit alpha (Adenylate cyclase-stimulating G alpha protein, olfactory type)	GNAL	Homo sapiens (Human)	381
hsa:2774	A8K1Y9	unreviewed	A8K1Y9_HUMAN	Guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type, isoform CRA_b (cDNA FLJ78702, highly similar to Homo sapiens guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type (GNAL), transcript variant 2, mRNA) (cDNA, FLJ94539, Homo sapiens guanine nucleotide binding protein (G protein), alphaactivating activity polypeptide, olfactory type (GNAL), transcriptvariant 2, mRNA)	GNAL hCG_1780858	Homo sapiens (Human)	381
hsa:1454	P49674	reviewed	KC1E_HUMAN	Casein kinase I isoform epsilon (CKI-epsilon) (CKIe) (EC 2.7.11.1)	CSNK1E	Homo sapiens (Human)	416
hsa:1454	Q5U045	unreviewed	Q5U045_HUMAN	Casein kinase 1 epsilon (Casein kinase 1, epsilon) (HCG2014051, isoform CRA_a)	CSNK1E hCG_2014051	Homo sapiens (Human)	416
hsa:4128	P21397	reviewed	AOFA_HUMAN	Amine oxidase [flavin-containing] A (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)	MAOA	Homo sapiens (Human)	527
hsa:4128	Q49A63	unreviewed	Q49A63_HUMAN	Amine oxidase (EC 1.4.3.-)	MAOA	Homo sapiens (Human)	527
hsa:4128	Q53YE7	unreviewed	Q53YE7_HUMAN	Amine oxidase (EC 1.4.3.-)	MAOA hCG_16826	Homo sapiens (Human)	527
hsa:9871	O94855	reviewed	SC24D_HUMAN	Protein transport protein Sec24D (SEC24-related protein D)	SEC24D KIAA0755	Homo sapiens (Human)	1032
hsa:9871	A8K6V0	unreviewed	A8K6V0_HUMAN	cDNA FLJ78676, highly similar to Homo sapiens SEC24 related gene family, member D (SEC24D), mRNA		Homo sapiens (Human)	1032
hsa:8840	O95388	reviewed	CCN4_HUMAN	CCN family member 4 (WNT1-inducible-signaling pathway protein 1) (WISP-1) (Wnt-1-induced secreted protein)	CCN4 WISP1	Homo sapiens (Human)	367
hsa:138804	Q8NGS5	reviewed	O13C4_HUMAN	Olfactory receptor 13C4 (Olfactory receptor OR9-7)	OR13C4	Homo sapiens (Human)	318
hsa:138804	A0A126GVC9	unreviewed	A0A126GVC9_HUMAN	Olfactory receptor	OR13C4 hCG_1804868	Homo sapiens (Human)	318
hsa:26260	Q8TCJ0	reviewed	FBX25_HUMAN	F-box only protein 25	FBXO25 FBX25	Homo sapiens (Human)	367
ag:CAB60035	P55792	reviewed	HDVD_CLOAM	4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase (4-BUDH) (EC 4.2.1.120) (EC 5.3.3.3) (Gamma-aminobutyrate metabolism dehydratase/isomerase)	abfD	Clostridium aminobutyricum	490
hsa:89780	P56704	reviewed	WNT3A_HUMAN	Protein Wnt-3a	WNT3A	Homo sapiens (Human)	352
hsa:6518	P22732	reviewed	GTR5_HUMAN	Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine) (GLUT-5)	SLC2A5 GLUT5	Homo sapiens (Human)	501
hsa:7518	Q13426	reviewed	XRCC4_HUMAN	DNA repair protein XRCC4 (hXRCC4) (X-ray repair cross-complementing protein 4) [Cleaved into: Protein XRCC4, C-terminus (XRCC4/C)]	XRCC4	Homo sapiens (Human)	336
hsa:7518	Q7Z763	unreviewed	Q7Z763_HUMAN	XRCC4 protein		Homo sapiens (Human)	61
hsa:8458	Q9UNY4	reviewed	TTF2_HUMAN	Transcription termination factor 2 (EC 3.6.4.-) (Lodestar homolog) (RNA polymerase II termination factor) (Transcription release factor 2) (F2) (HuF2)	TTF2	Homo sapiens (Human)	1162
mtu:Rv1094	P9WNZ5	reviewed	DESA2_MYCTU	Putative acyl-[acyl-carrier-protein] desaturase DesA2 (Putative acyl-ACP desaturase DesA2) (EC 1.14.19.-)	desA2 Rv1094	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	275
aag:23687872	D2WKE1	unreviewed	D2WKE1_AEDAE	NADP+-dependent farnesol dehydrogenase 4 (EC 1.1.1.216)	FOHSDR-4	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	244
aag:23687872	J9HSY8	unreviewed	J9HSY8_AEDAE	AAEL017452-PA	AaeL_AAEL017452	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	244
eco:b1210	P0A6X1	reviewed	HEM1_ECOLI	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA b1210 JW1201	Escherichia coli (strain K12)	418
vg:4961436	P88968	unreviewed	P88968_HHV8	BCK protein (K4.1) (K4.1 protein) (ORF K4.1)	BCK K4.1 HHV8GK18_gp15	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	114
vg:4961436	F5HCJ2	reviewed	VCCL3_HHV8P	Protein vCCL3	K4.1	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	114
hsa:158431	Q6ZMW2	reviewed	ZN782_HUMAN	Zinc finger protein 782	ZNF782	Homo sapiens (Human)	699
hsa:2488	P01225	reviewed	FSHB_HUMAN	Follitropin subunit beta (Follicle-stimulating hormone beta subunit) (FSH-B) (FSH-beta) (Follitropin beta chain)	FSHB	Homo sapiens (Human)	129
hsa:2488	A0A0F7RQE8	unreviewed	A0A0F7RQE8_HUMAN	Follicle stimulating hormone beta subunit	FSHB	Homo sapiens (Human)	129
hsa:9648	Q8IWJ2	reviewed	GCC2_HUMAN	GRIP and coiled-coil domain-containing protein 2 (185 kDa Golgi coiled-coil protein) (GCC185) (CLL-associated antigen KW-11) (CTCL tumor antigen se1-1) (Ran-binding protein 2-like 4) (RanBP2L4) (Renal carcinoma antigen NY-REN-53)	GCC2 KIAA0336 RANBP2L4	Homo sapiens (Human)	1684
hsa:9648	B3KR21	unreviewed	B3KR21_HUMAN	cDNA FLJ33494 fis, clone BRAMY2003898, highly similar to Homo sapiens GRIP and coiled-coil domain containing 2 (GCC2), transcript variant 1, mRNA		Homo sapiens (Human)	448
hsa:8802	P53597	reviewed	SUCA_HUMAN	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	SUCLG1	Homo sapiens (Human)	346
hsa:158131	Q15612	reviewed	OR1Q1_HUMAN	Olfactory receptor 1Q1 (OST226) (Olfactory receptor 1Q2) (Olfactory receptor 1Q3) (Olfactory receptor 9-A) (OR9-A) (Olfactory receptor OR9-25) (Olfactory receptor TPCR106)	OR1Q1 OR1Q2 OR1Q3	Homo sapiens (Human)	314
ag:BAA25266	O66127	reviewed	HEXA_MICLU	Hexaprenyl-diphosphate synthase small subunit ((2E,6E)-farnesyl-diphosphate specific) (HexPS) (EC 2.5.1.83) (Hexaprenyl diphosphate synthase) (Hexaprenyl pyrophosphate synthetase)	hexs-a	Micrococcus luteus (Micrococcus lysodeikticus)	143
hsa:80736	Q53GD3	reviewed	CTL4_HUMAN	Choline transporter-like protein 4 (Solute carrier family 44 member 4) (Thiamine pyrophosphate transporter 1) (hTPPT1)	SLC44A4 C6orf29 CTL4 NG22 TPPT1 UNQ441/PRO874	Homo sapiens (Human)	710
hsa:80736	A0A140VJH4	unreviewed	A0A140VJH4_HUMAN	Choline transporter-like protein		Homo sapiens (Human)	710
hpy:HP_0089	O24915	reviewed	MQMTN_HELPY	Aminodeoxyfutalosine nucleosidase (AFL nucleosidase) (Aminofutalosine nucleosidase) (EC 3.2.2.30) (5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase) (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (6-amino-6-deoxyfutalosine N-ribosylhydrolase)	mtnN mtn HP_0089	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	231
hsa:7512	O43895	reviewed	XPP2_HUMAN	Xaa-Pro aminopeptidase 2 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Membrane-bound aminopeptidase P) (Membrane-bound APP) (Membrane-bound AmP) (mAmP) (X-Pro aminopeptidase 2)	XPNPEP2	Homo sapiens (Human)	674
hsa:2569	P24046	reviewed	GBRR1_HUMAN	Gamma-aminobutyric acid receptor subunit rho-1 (GABA(A) receptor subunit rho-1) (GABA(C) receptor)	GABRR1	Homo sapiens (Human)	479
ag:ABC88401	Q0QLE9	reviewed	ENA_EUBBA	Enamidase (EC 3.5.2.18)	Ena	Eubacterium barkeri (Clostridium barkeri)	386
tma:TM0222	Q9WY65	reviewed	ECFA2_THEMA	Energy-coupling factor transporter ATP-binding protein EcfA2 (ECF transporter A component EcfA2) (EC 7.-.-.-)	ecfA2 ecfA ecfA' TM_0222	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	266
ag:BAE07071	Q4H4F0	reviewed	BTRG_NIACI	Gamma-L-glutamyl-butirosin B gamma-glutamyl cyclotransferase (EC 4.3.2.6) (Butirosin biosynthesis protein G)	btrG	Niallia circulans (Bacillus circulans)	156
vg:4961514	F5HFL9	unreviewed	F5HFL9_HHV8	K4 (K4 protein)	K4 HHV8GK18_gp13	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	94
vg:4961514	Q98157	reviewed	VMI2_HHV8P	Viral macrophage inflammatory protein 2 (Viral macrophage inflammatory protein II) (vMIP-II) (vMIP-1B)	ORF K4	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	94
hsa:26539	Q9Y4A9	reviewed	O10H1_HUMAN	Olfactory receptor 10H1 (Olfactory receptor OR19-27)	OR10H1	Homo sapiens (Human)	318
hsa:26539	A0A126GVU5	unreviewed	A0A126GVU5_HUMAN	OR10H1	OR10H1	Homo sapiens (Human)	318
hsa:5737	P43088	reviewed	PF2R_HUMAN	Prostaglandin F2-alpha receptor (PGF receptor) (PGF2-alpha receptor) (Prostanoid FP receptor)	PTGFR	Homo sapiens (Human)	359
hsa:56475	Q9NS64	reviewed	RPRM_HUMAN	Protein reprimo	RPRM	Homo sapiens (Human)	109
hsa:2331	Q06828	reviewed	FMOD_HUMAN	Fibromodulin (FM) (Collagen-binding 59 kDa protein) (Keratan sulfate proteoglycan fibromodulin) (KSPG fibromodulin)	FMOD FM SLRR2E	Homo sapiens (Human)	376
hsa:2331	A0A024R971	unreviewed	A0A024R971_HUMAN	Epididymis secretory sperm binding protein		Homo sapiens (Human)	376
hsa:2331	B3KS64	unreviewed	B3KS64_HUMAN	cDNA FLJ35580 fis, clone SPLEN2006389, highly similar to FIBROMODULIN		Homo sapiens (Human)	287
hsa:2331	Q12833	unreviewed	Q12833_HUMAN	Fibromodulin		Homo sapiens (Human)	58
hsa:121601	Q32M45	reviewed	ANO4_HUMAN	Anoctamin-4 (Transmembrane protein 16D)	ANO4 TMEM16D	Homo sapiens (Human)	955
hsa:121601	B7Z9Z0	unreviewed	B7Z9Z0_HUMAN	Anoctamin		Homo sapiens (Human)	955
hsa:79324	Q8NGK1	reviewed	O51G1_HUMAN	Olfactory receptor 51G1 (Olfactory receptor 51G3) (Olfactory receptor OR11-29)	OR51G1 OR51G3P	Homo sapiens (Human)	321
hsa:79324	A0A126GVF5	unreviewed	A0A126GVF5_HUMAN	Olfactory receptor	OR51G1 hCG_2041338	Homo sapiens (Human)	321
hsa:6348	P10147	reviewed	CCL3_HUMAN	C-C motif chemokine 3 (G0/G1 switch regulatory protein 19-1) (Macrophage inflammatory protein 1-alpha) (MIP-1-alpha) (PAT 464.1) (SIS-beta) (Small-inducible cytokine A3) (Tonsillar lymphocyte LD78 alpha protein) [Cleaved into: MIP-1-alpha(4-69) (LD78-alpha(4-69))]	CCL3 G0S19-1 MIP1A SCYA3	Homo sapiens (Human)	92
hsa:6348	A0N0R1	unreviewed	A0N0R1_HUMAN	C-C motif chemokine	CCL3 hCG_1749202	Homo sapiens (Human)	92
bha:BH2682	Q9K9G5	reviewed	THIY_HALH5	Formylaminopyrimidine-binding protein (FAMP-binding protein)	thiY BH2682	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	330
hsa:6136	P30050	reviewed	RL12_HUMAN	Large ribosomal subunit protein uL11 (60S ribosomal protein L12)	RPL12	Homo sapiens (Human)	165
hsa:442191	Q9UGF5	reviewed	O14J1_HUMAN	Olfactory receptor 14J1 (Hs6M1-28) (Olfactory receptor 5U1) (Olfactory receptor OR6-25)	OR14J1 OR5U1	Homo sapiens (Human)	321
hsa:442191	A0A126GW10	unreviewed	A0A126GW10_HUMAN	Olfactory receptor	OR14J1	Homo sapiens (Human)	321
eco:b3295	P0A7Z4	reviewed	RPOA_ECOLI	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA pez phs sez b3295 JW3257	Escherichia coli (strain K12)	329
ag:AAG13913	Q9F834	unreviewed	Q9F834_MICMH	TDP-4-keto-6-deoxyhexose 4-ketoreductase	megDV	Micromonospora megalomicea subsp. nigra	328
hsa:9031	Q9UIG0	reviewed	BAZ1B_HUMAN	Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor) (Williams-Beuren syndrome chromosomal region 10 protein) (Williams-Beuren syndrome chromosomal region 9 protein) (hWALp2)	BAZ1B WBSC10 WBSCR10 WBSCR9 WSTF	Homo sapiens (Human)	1483
hsa:4760	Q13562	reviewed	NDF1_HUMAN	Neurogenic differentiation factor 1 (NeuroD) (NeuroD1) (Class A basic helix-loop-helix protein 3) (bHLHa3)	NEUROD1 BHLHA3 NEUROD	Homo sapiens (Human)	356
hsa:4760	A0A0S2Z493	unreviewed	A0A0S2Z493_HUMAN	Neurogenic differentiation 1 isoform 1	NEUROD1	Homo sapiens (Human)	356
hsa:7082	Q07157	reviewed	ZO1_HUMAN	Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1)	TJP1 ZO1	Homo sapiens (Human)	1748
hsa:7082	Q6MZU1	unreviewed	Q6MZU1_HUMAN	Uncharacterized protein DKFZp686A1195	DKFZp686A1195	Homo sapiens (Human)	1692
hsa:201254	A8MT69	reviewed	CENPX_HUMAN	Centromere protein X (CENP-X) (FANCM-associated histone fold protein 2) (FANCM-interacting histone fold protein 2) (Fanconi anemia-associated polypeptide of 10 kDa) (Retinoic acid-inducible gene D9 protein homolog) (Stimulated by retinoic acid gene 13 protein homolog)	CENPX FAAP10 MHF2 STRA13	Homo sapiens (Human)	81
hsa:777	Q15878	reviewed	CAC1E_HUMAN	Voltage-dependent R-type calcium channel subunit alpha-1E (Brain calcium channel II) (BII) (Calcium channel, L type, alpha-1 polypeptide, isoform 6) (Voltage-gated calcium channel subunit alpha Cav2.3)	CACNA1E CACH6 CACNL1A6	Homo sapiens (Human)	2313
hsa:777	Q59FG1	unreviewed	Q59FG1_HUMAN	Voltage-dependent R-type calcium channel subunit alpha		Homo sapiens (Human)	1869
